建立	3928	0.0411
管理	3913	0.0409
文化	3910	0.0409
利用	3892	0.0407
先	3865	0.0404
人类	3842	0.0402
应该	3836	0.0401
建设	3836	0.0401
图	3835	0.0401
规定	3832	0.0401
有些	3798	0.0397
精神	3777	0.0395
基本	3767	0.0394
声	3759	0.0393
结果	3746	0.0392
看到	3736	0.0391
手	3712	0.0388
连	3685	0.0386
大家	3683	0.0385
时期	3672	0.0384
啦	3659	0.0383
意义	3628	0.038
法	3602	0.0377
十	3591	0.0376
另	3591	0.0376
其中	3578	0.0374
才能	3554	0.0372
能够	3553	0.0372
分	3548	0.0371
间	3545	0.0371
当时	3541	0.0371
因	3525	0.0369
美国	3521	0.0368
解决	3520	0.0368
指	3519	0.0368
只是	3507	0.0367
语言	3498	0.0366
增加	3488	0.0365
内容	3476	0.0364
该	3471	0.0363
计划	3460	0.0362
笑	3457	0.0362
今天	3433	0.0359
相	3422	0.0358
不仅	3417	0.0358
注意	3398	0.0356
群众	3393	0.0355
联系	3361	0.0352
曾	3358	0.0351
水平	3355	0.0351
类	3321	0.0348
快	3321	0.0348
使用	3319	0.0347
写	3310	0.0346
分析	3308	0.0346
当然	3308	0.0346
既	3303	0.0346
有关	3293	0.0345
实现	3286	0.0344
此	3280	0.0343
系统	3277	0.0343
直接	3277	0.0343
不过	3275	0.0343
按	3270	0.0342
说明	3258	0.0341
产品	3244	0.0339
张	3235	0.0339
总	3233	0.0338
全国	3226	0.0338
基础	3216	0.0337
十分	3199	0.0335
市场	3188	0.0334
找	3184	0.0333
斗争	3183	0.0333
环境	3181	0.0333
特点	3177	0.0332
为什么	3168	0.0332
学	3159	0.0331
于是	3159	0.0331
反映	3150	0.033
引起	3141	0.0329
创造	3122	0.0327
参加	3119	0.0326
甚至	3112	0.0326
讲	3112	0.0326
坐	3112	0.0326
能力	3108	0.0325
像	3105	0.0325
开	3105	0.0325
觉得	3094	0.0324
一下	3090	0.0323
民族	3089	0.0323
放	3079	0.0322
具体	3072	0.0321
知识	3067	0.0321
有的	3055	0.032
包括	3049	0.0319
下来	3046	0.0319
部门	3008	0.0315
结合	3003	0.0314
岁	2993	0.0313
正确	2986	0.0312
任务	2986	0.0312
部分	2986	0.0312
那些	2973	0.0311
不会	2966	0.031
任何	2937	0.0307
太	2934	0.0307
眼睛	2916	0.0305
经验	2909	0.0304
实际	2900	0.0303
随着	2895	0.0303
农业	2894	0.0303
道	2894	0.0303
极	2891	0.0303
少	2885	0.0302
不断	2883	0.0302
这时	2881	0.0301
最后	2877	0.0301
件	2875	0.0301
单位	2873	0.0301
句	2870	0.03
数	2862	0.0299
而是	2846	0.0298
表示	2841	0.0297
之后	2839	0.0297
关于	2834	0.0297
六	2826	0.0296
整个	2826	0.0296
心	2821	0.0295
性质	2818	0.0295
受到	2818	0.0295
政府	2802	0.0293
至	2799	0.0293
到了	2784	0.0291
作品	2778	0.0291
青年	2773	0.029
目的	2772	0.029
工人	2769	0.029
规律	2759	0.0289
农民	2758	0.0289
元	2752	0.0288
变	2746	0.0287
实行	2742	0.0287
力量	2739	0.0287
非	2739	0.0287
一起	2732	0.0286
先生	2728	0.0285
后来	2722	0.0285
名	2716	0.0284
请	2714	0.0284
然后	2711	0.0284
干	2701	0.0283
办法	2698	0.0282
站	2674	0.028
并不	2669	0.0279
制度	2669	0.0279
钱	2667	0.0279
有人	2658	0.0278
心理	2654	0.0278
怎样	2654	0.0278
原则	2654	0.0278
多少	2654	0.0278
处	2653	0.0278
原来	2647	0.0277
那个	2639	0.0276
等等	2634	0.0276
商品	2627	0.0275
干部	2626	0.0275
部	2619	0.0274
实践	2615	0.0274
您	2612	0.0273
所谓	2612	0.0273
低	2606	0.0273
行为	2600	0.0272
第	2599	0.0272
统一	2599	0.0272
拿	2598	0.0272
日本	2597	0.0272
矛盾	2592	0.0271
以上	2590	0.0271
大量	2586	0.0271
死	2585	0.0271
个人	2580	0.027
指出	2573	0.0269
然而	2573	0.0269
代表	2569	0.0269
学校	2568	0.0269
原因	2564	0.0268
几个	2562	0.0268
达到	2544	0.0266
因素	2544	0.0266
感到	2538	0.0266
实验	2525	0.0264
地位	2524	0.0264
方向	2524	0.0264
正在	2520	0.0264
资本主义	2513	0.0263
因而	2510	0.0263
程度	2509	0.0263
并且	2507	0.0262
完成	2499	0.0262
造成	2491	0.0261
八	2491	0.0261
回来	2491	0.0261
改变	2484	0.026
往往	2484	0.026
看见	2482	0.026
政策	2472	0.0259
目前	2467	0.0258
半	2454	0.0257
那样	2451	0.0256
这么	2450	0.0256
范围	2447	0.0256
非常	2445	0.0256
只要	2445	0.0256
经	2441	0.0255
首先	2438	0.0255
法律	2437	0.0255
声音	2436	0.0255
时代	2433	0.0255
质量	2429	0.0254
改革	2418	0.0253
阶段	2408	0.0252
心里	2407	0.0252
继续	2400	0.0251
获得	2394	0.0251
方式	2387	0.025
层	2384	0.0249
住	2381	0.0249
副	2377	0.0249
不要	2374	0.0248
量	2370	0.0248
取得	2363	0.0247
场	2362	0.0247
所有	2344	0.0245
块	2341	0.0245
人物	2340	0.0245
书	2333	0.0244
叫做	2326	0.0243
占	2302	0.0241
些	2296	0.024
告诉	2293	0.024
严重	2290	0.024
组成	2284	0.0239
观察	2281	0.0239
自	2276	0.0238
近	2275	0.0238
往	2272	0.0238
第三	2270	0.0238
速度	2270	0.0238
自由	2270	0.0238
字	2264	0.0237
根本	2263	0.0237
门	2258	0.0236
容易	2255	0.0236
哪	2252	0.0236
加强	2251	0.0236
了解	2247	0.0235
全部	2245	0.0235
早	2244	0.0235
很多	2242	0.0235
准备	2238	0.0234
或者	2229	0.0233
进一步	2228	0.0233
项	2224	0.0233
从而	2219	0.0232
资产阶级	2217	0.0232
价值	2216	0.0232
困难	2211	0.0231
还要	2199	0.023
总是	2197	0.023
中心	2197	0.023
充分	2176	0.0228
仍	2174	0.0227
保证	2172	0.0227
进入	2171	0.0227
文学	2168	0.0227
变成	2168	0.0227
强	2166	0.0227
处理	2166	0.0227
采取	2164	0.0226
事情	2163	0.0226
只能	2162	0.0226
敌人	2145	0.0224
光	2143	0.0224
不到	2141	0.0224
事物	2139	0.0224
七	2136	0.0224
那里	2132	0.0223
约	2131	0.0223
控制	2126	0.0222
对象	2124	0.0222
积极	2119	0.0222
动物	2119	0.0222
反应	2119	0.0222
来说	2118	0.0222
花	2108	0.0221
米	2105	0.022
美	2100	0.022
难	2094	0.0219
某	2094	0.0219
行	2093	0.0219
倒	2089	0.0219
提供	2082	0.0218
集中	2078	0.0217
世纪	2072	0.0217
突然	2071	0.0217
下去	2070	0.0217
别	2069	0.0217
常	2065	0.0216
不少	2060	0.0216
经营	2058	0.0215
事实	2056	0.0215
某些	2051	0.0215
正是	2050	0.0215
客观	2049	0.0214
口	2045	0.0214
生	2043	0.0214
植物	2030	0.0212
似的	2029	0.0212
段	2027	0.0212
应当	2014	0.0211
现代	2008	0.021
状态	2008	0.021
价格	2005	0.021
一直	2004	0.021
采用	2003	0.021
服务	2002	0.0209
按照	2002	0.0209
分别	1999	0.0209
特征	1999	0.0209
事业	1993	0.0209
利益	1993	0.0209
材料	1993	0.0209
培养	1991	0.0208
复杂	1990	0.0208
有时	1983	0.0208
分子	1982	0.0207
如何	1981	0.0207
根	1975	0.0207
望	1975	0.0207
掌握	1971	0.0206
丰富	1969	0.0206
又是	1968	0.0206
共同	1964	0.0206
城市	1964	0.0206
式	1963	0.0205
上海	1961	0.0205
内部	1958	0.0205
气	1947	0.0204
理解	1941	0.0203
音乐	1936	0.0203
运用	1934	0.0202
构成	1929	0.0202
现实	1924	0.0201
形象	1923	0.0201
真正	1922	0.0201
买	1922	0.0201
发挥	1917	0.0201
称为	1916	0.02
刚	1914	0.02
搞	1914	0.02
传统	1910	0.02
相同	1910	0.02
除了	1908	0.02
常常	1907	0.02
创作	1906	0.0199
适应	1904	0.0199
国际	1903	0.0199
温度	1901	0.0199
证明	1899	0.0199
年代	1897	0.0199
虽	1893	0.0198
爱	1893	0.0198
观点	1886	0.0197
面	1884	0.0197
促进	1884	0.0197
战争	1883	0.0197
阶级	1880	0.0197
帮助	1876	0.0196
未	1876	0.0196
母亲	1875	0.0196
似乎	1875	0.0196
回	1868	0.0195
希望	1867	0.0195
农村	1867	0.0195
病	1866	0.0195
重	1865	0.0195
家庭	1862	0.0195
空气	1861	0.0195
坚持	1861	0.0195
合理	1859	0.0195
同样	1855	0.0194
区	1852	0.0194
迅速	1849	0.0193
进	1848	0.0193
属于	1847	0.0193
土地	1847	0.0193
除	1846	0.0193
不可	1843	0.0193
身体	1840	0.0193
靠	1837	0.0192
本身	1837	0.0192
万	1836	0.0192
感情	1836	0.0192
路	1831	0.0192
红	1825	0.0191
父亲	1819	0.019
广大	1816	0.019
逐渐	1806	0.0189
身上	1805	0.0189
人员	1804	0.0189
跑	1803	0.0189
反对	1801	0.0188
北京	1800	0.0188
生命	1799	0.0188
必然	1798	0.0188
简单	1797	0.0188
人家	1794	0.0188
选择	1794	0.0188
解释	1788	0.0187
旧	1787	0.0187
步	1783	0.0187
怕	1774	0.0186
妈妈	1773	0.0186
长期	1772	0.0185
化	1769	0.0185
效果	1769	0.0185
扩大	1763	0.0184
就要	1759	0.0184
特殊	1759	0.0184
动作	1758	0.0184
热	1754	0.0184
姑娘	1752	0.0183
相互	1751	0.0183
努力	1749	0.0183
过来	1741	0.0182
保持	1739	0.0182
离开	1737	0.0182
分布	1736	0.0182
百	1736	0.0182
咱们	1728	0.0181
远	1727	0.0181
几乎	1726	0.0181
地球	1724	0.018
以前	1724	0.018
体	1724	0.018
座	1724	0.018
明显	1714	0.0179
左右	1712	0.0179
亦	1711	0.0179
细胞	1709	0.0179
谈	1709	0.0179
思维	1708	0.0179
一部分	1700	0.0178
互相	1698	0.0178
仍然	1698	0.0178
如此	1693	0.0177
儿童	1690	0.0177
各个	1686	0.0176
高兴	1686	0.0176
这次	1685	0.0176
生长	1685	0.0176
脸	1681	0.0176
据	1679	0.0176
意见	1676	0.0175
标准	1672	0.0175
别人	1668	0.0175
家里	1668	0.0175
错误	1661	0.0174
确定	1659	0.0174
以来	1659	0.0174
最大	1653	0.0173
指导	1652	0.0173
保护	1649	0.0173
物	1644	0.0172
无产阶级	1643	0.0172
会议	1642	0.0172
之一	1638	0.0171
上面	1638	0.0171
信息	1637	0.0171
接受	1637	0.0171
回答	1636	0.0171
满足	1636	0.0171
不知	1632	0.0171
减少	1630	0.0171
发	1626	0.017
功能	1625	0.017
经常	1624	0.017
独立	1622	0.017
白	1621	0.017
力	1618	0.0169
太阳	1616	0.0169
苏联	1616	0.0169
清楚	1615	0.0169
画	1614	0.0169
管	1613	0.0169
战士	1612	0.0169
增长	1606	0.0168
队	1602	0.0168
态度	1600	0.0167
概念	1598	0.0167
高度	1592	0.0167
王	1592	0.0167
资金	1590	0.0166
及其	1586	0.0166
加以	1585	0.0166
上述	1582	0.0166
面前	1582	0.0166
派	1577	0.0165
省	1577	0.0165
词	1574	0.0165
胜利	1574	0.0165
手段	1573	0.0165
以为	1570	0.0164
必要	1570	0.0164
竟	1567	0.0164
边	1561	0.0163
终于	1558	0.0163
论	1556	0.0163
信	1554	0.0163
介绍	1554	0.0163
二十	1547	0.0162
吸收	1547	0.0162
人口	1545	0.0162
应用	1543	0.0161
基础上	1541	0.0161
今年	1540	0.0161
风	1540	0.0161
成功	1539	0.0161
理想	1535	0.0161
双	1535	0.0161
说话	1534	0.0161
重大	1533	0.016
教师	1532	0.016
化学	1527	0.016
进步	1525	0.016
有点	1522	0.0159
英国	1522	0.0159
动	1521	0.0159
大小	1520	0.0159
接着	1519	0.0159
措施	1517	0.0159
目标	1516	0.0159
反	1512	0.0158
破坏	1512	0.0158
若	1509	0.0158
重视	1504	0.0157
平均	1502	0.0157
一天	1501	0.0157
相当	1499	0.0157
普遍	1496	0.0157
是否	1495	0.0156
仅	1494	0.0156
成立	1494	0.0156
之中	1492	0.0156
考虑	1491	0.0156
办	1490	0.0156
稳定	1485	0.0155
计算	1483	0.0155
统治	1483	0.0155
穿	1482	0.0155
忙	1479	0.0155
帝国主义	1478	0.0155
明白	1477	0.0155
线	1477	0.0155
巨大	1475	0.0154
生物	1474	0.0154
部队	1473	0.0154
越	1468	0.0154
职工	1467	0.0154
新闻	1462	0.0153
行动	1462	0.0153
女	1461	0.0153
民主	1460	0.0153
忽然	1459	0.0153
舞蹈	1456	0.0152
马	1455	0.0152
数量	1455	0.0152
活	1455	0.0152
发出	1453	0.0152
资源	1450	0.0152
电子	1450	0.0152
作出	1450	0.0152
讨论	1447	0.0151
分之	1447	0.0151
深	1446	0.0151
黑	1446	0.0151
子	1446	0.0151
物体	1444	0.0151
资料	1441	0.0151
出去	1437	0.015
中央	1436	0.015
想到	1433	0.015
加	1432	0.015
意识	1431	0.015
观念	1429	0.015
道德	1429	0.015
设备	1429	0.015
来到	1428	0.0149
厂	1427	0.0149
广泛	1426	0.0149
共	1424	0.0149
投资	1422	0.0149
实际上	1419	0.0148
公司	1415	0.0148
无法	1414	0.0148
质	1412	0.0148
余	1412	0.0148
封建	1411	0.0148
现代化	1411	0.0148
报告	1408	0.0147
随	1407	0.0147
拉	1404	0.0147
老师	1403	0.0147
制	1403	0.0147
入	1401	0.0147
妇女	1401	0.0147
先进	1399	0.0146
故	1399	0.0146
号	1397	0.0146
喜欢	1396	0.0146
下面	1395	0.0146
底	1395	0.0146
算	1392	0.0146
达	1390	0.0145
改造	1386	0.0145
分配	1386	0.0145
教学	1382	0.0145
主张	1379	0.0144
儿子	1378	0.0144
爸爸	1375	0.0144
每个	1374	0.0144
不但	1373	0.0144
前面	1371	0.0143
其它	1371	0.0143
训练	1368	0.0143
平衡	1367	0.0143
执行	1360	0.0142
位置	1360	0.0142
支	1359	0.0142
不好	1356	0.0142
逐步	1355	0.0142
安排	1348	0.0141
此外	1347	0.0141
认真	1345	0.0141
一片	1345	0.0141
在于	1343	0.0141
某种	1339	0.014
道路	1335	0.014
正常	1334	0.014
以下	1334	0.014
著名	1333	0.0139
区别	1333	0.0139
听到	1332	0.0139
本质	1330	0.0139
送	1329	0.0139
期	1328	0.0139
很快	1325	0.0139
县	1324	0.0139
角	1322	0.0138
明确	1322	0.0138
军事	1321	0.0138
中间	1319	0.0138
更加	1319	0.0138
尤其	1317	0.0138
曾经	1317	0.0138
市	1315	0.0138
支持	1313	0.0137
称	1313	0.0137
朋友	1310	0.0137
并不是	1309	0.0137
也许	1308	0.0137
状况	1308	0.0137
工具	1308	0.0137
强调	1306	0.0137
开展	1304	0.0136
超过	1302	0.0136
无论	1302	0.0136
其实	1301	0.0136
伟大	1301	0.0136
里面	1299	0.0136
这儿	1299	0.0136
找到	1297	0.0136
商业	1297	0.0136
提	1295	0.0136
带来	1294	0.0135
一致	1293	0.0135
举行	1291	0.0135
九	1290	0.0135
小时	1290	0.0135
表明	1289	0.0135
山	1289	0.0135
集体	1289	0.0135
尽管	1287	0.0135
分为	1284	0.0134
那是	1283	0.0134
通常	1281	0.0134
体系	1280	0.0134
立即	1280	0.0134
祖国	1280	0.0134
机关	1280	0.0134
么	1277	0.0134
意思	1274	0.0133
晚上	1274	0.0133
原子	1273	0.0133
教授	1271	0.0133
检查	1270	0.0133
回到	1266	0.0132
这位	1264	0.0132
限制	1262	0.0132
权利	1257	0.0132
感觉	1252	0.0131
相对	1251	0.0131
离	1250	0.0131
解放	1250	0.0131
短	1250	0.0131
船	1248	0.0131
有效	1247	0.013
古代	1247	0.013
去年	1245	0.013
相信	1243	0.013
朝	1242	0.013
三十	1240	0.013
转	1240	0.013
眼	1239	0.013
全面	1239	0.013
收入	1237	0.0129
取	1230	0.0129
机会	1230	0.0129
观众	1229	0.0129
法国	1227	0.0128
她们	1227	0.0128
初	1223	0.0128
处于	1222	0.0128
马上	1219	0.0128
周围	1217	0.0127
调节	1216	0.0127
李	1215	0.0127
转化	1214	0.0127
密切	1214	0.0127
习惯	1211	0.0127
群	1209	0.0127
至于	1209	0.0127
性格	1207	0.0126
系	1205	0.0126
工厂	1205	0.0126
国	1203	0.0126
鱼	1202	0.0126
面积	1200	0.0126
留	1200	0.0126
宗教	1199	0.0125
调整	1198	0.0125
实在	1197	0.0125
领域	1197	0.0125
机构	1196	0.0125
表	1195	0.0125
度	1195	0.0125
哩	1195	0.0125
故事	1194	0.0125
有着	1193	0.0125
女人	1189	0.0124
差	1188	0.0124
火	1188	0.0124
唱	1186	0.0124
综合	1186	0.0124
另外	1186	0.0124
汽车	1186	0.0124
降低	1183	0.0124
恢复	1183	0.0124
不敢	1183	0.0124
团	1182	0.0124
国民经济	1182	0.0124
脚	1182	0.0124
求	1181	0.0124
生产力	1180	0.0123
型	1179	0.0123
好象	1179	0.0123
每天	1178	0.0123
符合	1178	0.0123
同学	1177	0.0123
体现	1176	0.0123
批	1172	0.0123
形态	1170	0.0122
宣传	1169	0.0122
哭	1167	0.0122
深入	1167	0.0122
毛泽东	1165	0.0122
哲学	1165	0.0122
看来	1163	0.0122
大学	1161	0.0121
片	1159	0.0121
比例	1159	0.0121
欧洲	1158	0.0121
越来越	1158	0.0121
制造	1156	0.0121
作家	1155	0.0121
马克思主义	1155	0.0121
西	1154	0.0121
倍	1152	0.0121
本来	1150	0.012
组	1150	0.012
卖	1149	0.012
书记	1144	0.012
类型	1141	0.0119
制定	1141	0.0119
设计	1140	0.0119
车	1140	0.0119
要是	1139	0.0119
成果	1137	0.0119
深刻	1136	0.0119
紧张	1134	0.0119
金属	1123	0.0118
衣服	1122	0.0117
来看	1122	0.0117
均	1121	0.0117
仿佛	1121	0.0117
机械	1120	0.0117
篇	1118	0.0117
强烈	1116	0.0117
千	1116	0.0117
适当	1115	0.0117
脸上	1114	0.0117
从事	1113	0.0116
言	1113	0.0116
战斗	1110	0.0116
睡	1109	0.0116
原	1109	0.0116
情绪	1107	0.0116
流	1107	0.0116
周	1107	0.0116
不了	1105	0.0116
即使	1104	0.0116
个体	1103	0.0115
电流	1103	0.0115
一方面	1101	0.0115
急	1100	0.0115
等于	1099	0.0115
同一	1097	0.0115
能量	1097	0.0115
别的	1095	0.0115
显然	1095	0.0115
海洋	1092	0.0114
调查	1091	0.0114
台	1089	0.0114
神	1086	0.0114
每年	1083	0.0113
气候	1081	0.0113
树	1080	0.0113
出发	1080	0.0113
成分	1079	0.0113
接	1078	0.0113
承认	1077	0.0113
严格	1077	0.0113
发育	1077	0.0113
粮食	1076	0.0113
喝	1075	0.0112
贡献	1074	0.0112
健康	1073	0.0112
方	1073	0.0112
嘛	1072	0.0112
加工	1069	0.0112
喊	1069	0.0112
发表	1069	0.0112
样子	1069	0.0112
重新	1065	0.0111
马克思	1064	0.0111
一阵	1064	0.0111
缺乏	1064	0.0111
直到	1063	0.0111
老人	1063	0.0111
绝对	1062	0.0111
成绩	1062	0.0111
一边	1062	0.0111
文艺	1060	0.0111
立刻	1058	0.0111
空间	1057	0.0111
机器	1057	0.0111
走到	1057	0.0111
夜	1056	0.0111
军队	1056	0.0111
届	1054	0.011
发达	1054	0.011
劳动者	1053	0.011
后面	1053	0.011
落后	1052	0.011
负责	1052	0.011
试验	1052	0.011
演员	1051	0.011
消灭	1051	0.011
不得	1051	0.011
跳	1050	0.011
铁	1050	0.011
失去	1050	0.011
单	1049	0.011
以外	1047	0.011
品种	1047	0.011
土壤	1047	0.011
地上	1046	0.0109
记者	1044	0.0109
主义	1042	0.0109
不足	1041	0.0109
黄	1041	0.0109
地面	1039	0.0109
合作	1038	0.0109
东	1037	0.0109
那时	1037	0.0109
不久	1037	0.0109
气体	1037	0.0109
国民党	1034	0.0108
前进	1034	0.0108
主任	1033	0.0108
主体	1032	0.0108
记	1032	0.0108
不出	1032	0.0108
相反	1031	0.0108
一面	1030	0.0108
表面	1030	0.0108
距离	1030	0.0108
附近	1029	0.0108
联合	1028	0.0108
多么	1028	0.0108
溶液	1027	0.0107
规模	1024	0.0107
形势	1023	0.0107
可见	1021	0.0107
专门	1021	0.0107
刺激	1021	0.0107
审美	1021	0.0107
刚才	1020	0.0107
自身	1016	0.0106
比赛	1016	0.0106
作者	1015	0.0106
令	1014	0.0106
积累	1014	0.0106
最近	1012	0.0106
率	1011	0.0106
各地	1008	0.0105
多种	1007	0.0105
方针	1007	0.0105
满	1006	0.0105
响	1005	0.0105
结束	1005	0.0105
意志	1005	0.0105
手里	1004	0.0105
突出	1004	0.0105
牛	1000	0.0105
颗	998	0.0104
毛	998	0.0104
军	998	0.0104
代	997	0.0104
表演	997	0.0104
只好	997	0.0104
断	997	0.0104
命令	997	0.0104
供应	997	0.0104
显得	996	0.0104
愿意	995	0.0104
消费	995	0.0104
责任	994	0.0104
国内	993	0.0104
医生	993	0.0104
交换	993	0.0104
不再	993	0.0104
期间	992	0.0104
呵	988	0.0103
最高	984	0.0103
班	984	0.0103
金	983	0.0103
队伍	982	0.0103
且	982	0.0103
传播	982	0.0103
幅	982	0.0103
飞机	982	0.0103
想起	982	0.0103
原理	981	0.0103
追求	979	0.0102
表达	979	0.0102
弄	978	0.0102
落	976	0.0102
颜色	975	0.0102
各国	975	0.0102
开发	973	0.0102
项目	973	0.0102
回家	971	0.0102
外国	971	0.0102
打开	971	0.0102
不管	970	0.0102
文章	970	0.0102
形	968	0.0101
相应	967	0.0101
回去	965	0.0101
委员会	964	0.0101
西方	964	0.0101
十二	963	0.0101
细	962	0.0101
抓	962	0.0101
兴趣	961	0.0101
值	959	0.01
情感	958	0.01
充满	957	0.01
听说	957	0.01
批评	956	0.01
嘴	955	0.01
左	955	0.01
重点	954	0.01
整体	954	0.01
比如	954	0.01
政权	954	0.01
日子	952	0.01
依靠	951	0.01
装	950	0.0099
及时	949	0.0099
需	949	0.0099
节	948	0.0099
真的	947	0.0099
有利于	946	0.0099
决不	946	0.0099
